sample_id,year,broadcast_abstract,abstract_length,broadcasts_in_year,broadcast_time,id_coder_1,id_coder_2,id_coder_3,geography_coder_1,geography_coder_2,geography_coder_3,news_coder_1,news_coder_2,news_coder_3,news,news_majority,geography,geography_majority
87,1968,"Live CBS coverage National Republican Convention with reports by Walter Cronkite, Mike Wallace, Bruce Morton, Roger Mudd, Eric Sevareid, John Hart and Harry Reasoner.Live announcements by George Romney, Gerald Ford and Spiro Agnew's acceptance speech.Live interviews with John Andrews and Congressman Charles Goodell.Film featuring Richard Nixon leaving the Hilton Hotel.",371,4560,18600,45126470,45686132,45602176,national,national,international,hard,hard,hard,hard,hard,NA,national
662004,1968,"Mediator, Arthur Goldberg asks New York City police, firemen and garbage men to postpone strikes and slowdowns set for Tuesday police agree. New York City teachers back at work after union and city agree on reinstatement of 10 teachers at Brooklyn school.REPORTER: Chet Huntley(NYC) Police surround junior Mississippi 271. Only ones allowed through barricade are teachers, students and people with legitimate business in area. No protesters. City and union observers make sure teachers allowed to teach. [Local governing board Reverend C. Herbert OLIVER - says doesn't believe teachers should be coming back. No right to come back. Too many youth have had education blighted by teachers like this.] City imposes settlement on community.REPORTER: Sidney Lazard",759,4560,110,33359860,45156664,45183934,local,local,national,hard,hard,hard,hard,hard,NA,local
251423,1968,"Communists prepare for new South Vietnam offensive. Buildup comparable to that before TET offensive in January Allied sweeps around Saigon produce heavy ground action. 3 battles reported in Mekong Delta. Casualties reported Report on unusual allied action.REPORTER: Walter Cronkite(Valley of the Tigers, South Vietnam) Special forces unit brought in by copter into Viet Cong territory. They're rescuing mount people or Montagnards being used as slaves by enemy. Corn fields often along Viet Cong infiltration rtes. [SOLDIER - talks on radio about VC.] [Vietnam - tells Viet Cong to come in with rifles and allied soldiers will feed them too.] 2nd special forces unit comes in with freed Montagnards. These people ordered to grow corn for VC for years They'll go to refugee camp at Nha Trang. [Lieutenant Thomas ROSS - says brought out 165 so far. Been under Viet Cong control 8 years] Viet Cong came in as refugees leaving.REPORTER: David Culhane",946,4560,250,43879440,36985538,33256761,international,international,international,hard,hard,hard,hard,hard,international,international
20,1968,"Live coverage NBC 1968 National Democratic Convention with reports by David Brinkley, Chet Huntley, John Chancellor, Frank McGee, Jack Perkins, Aline Saarinen, Edwin Newman, Sander Vanocur, Floyd Kalbert.Live interviews with Robert Maytag, Blain Whipple, John J. Gilligan, Theordore Sorenson, Allard Lowenstein, Paul O'Dwyer, and Donal Peterson.Live speeches by Joseph Alioto, Carl Stokes, Terry Sanford, Abraham Ribicoff, Frank Mankiewicz, and Philip Stern.Video coverage of the Hilton Hotel demonstrations.",508,4560,3810,44975113,43879440,33359860,national,national,national,hard,hard,hard,hard,hard,national,national
59290,1968,"Senator George McGovern said in New Jersey he'd reluctantly accept Vice President nomination. At National Press Club, he said he would not.REPORTER: Chet Huntley(DC) He outlined plans for reconciling city and suburb and dispersing ghetto. [MCGOVERN - says cries for law and order has undercurrent of racism in them. Tough line will invite opposite of law and order.] McGovern against Vietnam war 5 years ago; stood alone. Senator Robert F. Kennedy called him only decent man in Senate His background cited.REPORTER: David Burrington(NYC) McGovern seeks votes of Kennedy supporters. Youth respond. [MCGOVERN - says if I make it in Chicago, can become best candidate.] Crowd chants. Kennedy leadership feels he waited too long. [MCGOVERN - greets Johnny Carson before appearing on his show.] [CARSON - greets McGovern.] [MCGOVERN - talks of responsibility involved in running for President]REPORTER: David Burrington(DC) His campaign run out of Senator office. Office calls delegates. [MCGOVERN - talks to Senator Abraham Ribicoff with regard to his candidacy and whether Senator Edward Kennedy will endorse anyone at conv.] His attitude is he has nothing to lose. People listening to him.REPORTER: David Burrington",1213,4560,270,45183934,45547205,45348963,national,national,national,hard,hard,hard,hard,hard,national,national
642894,1968,"Live NBC coverage of Election Returns by Chet Huntley, David Brinkley, Sander Vanocur, John Chancellor, Frank McGee, Jud Collins, Aline Saarinen, Jack Perkins and Edwin Newman.Live interviews with Abraham Ribicoff and Lawrence F. O'Brien",237,4560,3780,45348963,45155893,45347927,national,national,national,hard,hard,hard,hard,hard,national,national
653397,1968,"Viet Cong announce Christmas, New Year's ceasefire. South Vietnam President Nguyen Van Thieu announces brief truce for Christmas Day. B52s hit enemy positions near Cambodia. Radio Hanoi calls for big offensive, could come from enemy bases in Cambodia.REPORTER: Frank Reynolds(South Vietnam, Near Cambodia) South Vietnam blocking force established. December offensive against Saigon foreseen, from Cambodia infiltrators. United States 1st Cavalry to interdict drive. Success of firebases noted. Helicopter use noted.REPORTER: Craig Spence In Saigon, United States spokesman announces casualties. United States losses high.REPORTER: Frank Reynolds",645,4560,240,45183934,45547205,45348963,international,international,national,hard,hard,hard,hard,hard,NA,international
48,1968,"Live coverage NBC Democratic National Convention, reported by David Brinkley, Chet Huntley, Frank McGee, Ed Newman, John Chancellor, Sander Vanocur, David BurringtonLive coverage of Carl Albert's SpeechInterviews with Walter Mondale, Delbert Hutchin, Jim McNeely, Mark Talisman, Fred Harris, Claiborne Pell, Frank Mankiewicz, Martin Stone, Richard Goodwin, Joseph Clark and John GronowskiLive coverage of Betty Furness's SpeechRoll Call Vote: Delegate Selection Process & Unit Rule.",482,4560,3750,45126470,45686132,45703284,national,national,national,hard,hard,hard,hard,hard,national,national
89,1968,"Live CBS coverage National Republican Convention with reports by Walter Cronkite, Daniel Schorr, Mike Wallace, Dan Rather, Roger Mudd, Joe Benty, John Hart and Harry Reasoner.Live interviews with Governor Ronald Reagan, the Agnew Family, Reverend M.L. Hendricks, Art Buchwald, Senator Strom Thurmond, C.Douglas Dillon, Senator John Tower and Congressman Albert Whee.Live speeches and announcements by Gerald Ford and Nelson Rockefeller.Live coverage of the National Anthem.Live coverage of Roll call.",500,4560,18600,43879440,36985538,33256761,national,national,national,hard,hard,hard,hard,hard,national,national
111,1968,"Live CBS coverage of 1968 Republican National Convention with reports by John Hart, Walter Cronkite, Daniel Schorr, Mike Wallace, Bill Stout, Ike Pappas, Roger Mudd and Hughes Rudd.Live interviews with Nelson Gross, Clifford Case, George Romney, Lenore Romney, Leonard Hall, John Lindsay, Richard Kleindienst, Pat Nixon, Tricia Nixon, Julie Nixon and David Eisenhower.Live speech by Clifford Hansen.Film report regarding Harold Stassen, Ronald Reagan, Cuban refugee demonstrations and J. Rex Duwe (delegate profile).Picture disturbances throughout this tape.Gap between end of this segment and beginning of next due to 1968 method of taping.",641,4560,3670,43879440,36985538,33256761,national,national,national,hard,hard,hard,hard,hard,national,national
106,1968,"Coverage of the 1968 Republican Convention.Anchored by Walter Cronkite, with reports and commentary by Terry Drinkwater, JOhn Hart, Hal Walker, Roger Mudd, Joe Benty.Interviews with Hart MacGregor, Harry Karbaugh, Governor Ray Schaeffer.Speech by Senator Strom Thurman.",269,4560,3700,45348963,44975113,45204515,national,national,national,hard,hard,hard,hard,hard,national,national
69,1968,"Live CBS coverage National Democratic Convention with reports by Walter Cronkite, Dan Rather and Mike Wallace.Live speeche by William Potter.Live interviews with Julian Bond and NY delegate Mr. Anderson.Live coverage of Roll Call regarding the Georgia challenge.",262,4560,29040,45348963,44975113,45204515,national,national,national,hard,hard,hard,hard,hard,national,national
655247,1968,Ex-Senator comments on Fortas affair.REPORTER: Frank Reynolds Question was whether Senate should vote on Fortas' nomination. 2/3 vote needed to stop filibuster. Const. framers intended confirmation to be decided with major vote. Const. wrenched from original purpose.REPORTER: Paul Douglas,289,4560,120,45348963,44975113,45204515,national,national,national,hard,hard,hard,hard,hard,national,national
50,1968,"Live coverage NBC Democratic National Convention reported by David Brinkley, Chet Huntley, John Chancellor, Sander Vanocur.Live interviews with Mrs. Eugene McCarthy, Hilda Stokley, Julian Bond, Tom Rayden, Dr. John Cashin, Cleo Grieves, Mr. Stanous, Stephen Mitchell, Orville Freeman, Robert Coleman, Arthur Shores, Pierre Salinger.Live coverage of roll call.Gap between end of this segment and beginning of next segment due to 1968 method of taping.",450,4560,3820,44975113,43879440,33359860,national,national,national,hard,hard,hard,hard,hard,national,national
645763,1968,"Richard Nixon chooses United Nations ambassadorREPORTER: Harry Reasoner(New York, New York) [NIXON - announces appointed of Charles Yost.] Spiro Agnew V. P. choice recalled. Yost profiled. [NIXON - requests end of televised presentation, as in case of Henry Kissinger.] Nixon reasons for ending TV coverage considered. Sargent Shriver said to have turned job down. Others did likewise: Hubert Humphrey, Eugene McCarthy. Shriver to remain awhile as ambassador to France. Camera coverage resumes. [YOST - speaks re: Mideast.]REPORTER: Dan Rather",543,4560,140,45348963,45180724,44944563,national,international,national,hard,hard,hard,hard,hard,NA,national
643651,1968,"Observations on Richard Nixon campaign.REPORTER: Howard K. Smith(Syracuse, New York) Campaign full of promises and balloons. Promises reviewed. Nixon shows signs of strain; examples cited. His struggle is with himself during last days campaign.REPORTER: Frank Reynolds",268,4560,170,45348963,45544038,45567834,national,national,national,hard,hard,hard,hard,hard,national,national
662242,1968,Film ready for Humphrey - Agnew story.REPORTER: Harry Reasoner(DC) Agnew launches sharpest personal attack of campaign at conference after lunch with Republican Senators [AGNEW - says will offer some political and economy alts. in Vietnam but won't be squishy-soft on crime and inflation fight. Nixon (SIC) casting self in role of Neville Chamberlain. Corrects self to say Humphrey. Nixon would play role of Winston Churchill. Vice President trying to recapture people in his party who were dissatisfied with convention He can't do it because differences too great. His last statement shows malleability. Says he is a counter-puncher. Can't kick his team in groin and expect him to smile about it.]REPORTER: Bruce Morton,720,4560,120,33359860,45156664,45183934,national,international,national,hard,hard,hard,hard,hard,NA,national
60,1968,"ABC coverage of the 1968 Democratic National Convention with reports by Howard K. Smith, Gore Vidal, William Buckley, Bill Lawrence, Jim Burns, John Scali, Don Farmer and Sam Donaldson.Taped statements by Buford Ellington and John Connally.Taped speeches and announcements by Daniel Inouye and Fanny Lou Haymer.Taped interview with Eugene McCarthyTaped coverage of protestors and police violence in Lincoln Park.Small gap between end of this segment and beginning of next due to 1968 method of taping.",501,4560,2550,44975113,45599621,45637649,national,national,national,hard,hard,hard,hard,hard,national,national
