broadcast_abstract,hard_news_gold,geography_gold,sample_id,length,n,time,year
"(Studio: Katie Couric) ATF statistics on incidents involving bombs and explosives in the US last year cited.(Atlanta: Armen Keteyian) The alarming rate of explosive incidents involving juveniles examined; scenes shown of homemade bombs exploding and training exercises for law enforcement officials; graph shown; details given about specific incidents in Arizona, North Carolina, Kansas and Ohio, where Robbie Moser’s friend Dan Ferrarowas killed by a pipe bomb the teens made. [ATF Scott SWEETOW- says it’s going to be a tough problem to deal with.] [MOSER – comments.]",hard_news,national,116849,575,11934,220,2008
"(Studio: Diane Sawyer) .(White House: Jake Tapper) The security questions raised about the US consulate in Libya that was attacked on September 11, 2012, examined; details given from documents that the State Department denied a request for a DC plane for security travel and the shaky security in Libya. [Representative Darrell ISSA- speaks about security.] [State Department deputy spokesman Mark TONER- talks about providing planes.] A State Department statement about the Libya plane issue quoted.",hard_news,international,92623,502,11556,150,2012
"(Studio: Anderson Cooper) The scholarship scandal involving Representative Stanford Bishop, who gave Black Caucus Foundation scholarships to people with close connections to him, reviewed.(Washington: Joe Johns) CNN's efforts to reach Congressman Bishop featured and Bishop's race for re-election discussed; scenes shown of the hunt for Bishop, who was unavailable, by phone and on foot.",hard_news,national,99063,387,12084,230,2010
"(Washington: Scott Pelley) President Obama’s address to Congress on jobs introduced.(White House: Norah O’Donnell) Obama’s plan to create jobs previewed; details given about his American Jobs Act that includes tax cuts, infrastructure spending and aid to the unemployed and state and local governments; speech excerpts quoted. The cost of the plan and how it will be paid for noted.(Washington: Scott Pelley) Unemployment rates in years the last 3 one-term presidents did not get re-elected and their job approval ratings cited and compared to Obama.(Washington: Scott Pelley; Capitol: Nancy Cordes) The likely reaction of Congressional Republicans and possible areas of agreement discussed.(Washington: Scott Pelley) .(New York: Anthony Mason) The feasibility of Obama’s plan examined; job creation estimate cited. [Tax Policy Center Howard GLECKMAN- says it’s not enough to kick start the economy but enough for Republicans to say “big spender Obama.”] [Small business owner Kevin NORDMAN- says he doesn’t have confidence in employing additional people.] The warning from economist Mark Zandi that GDP growth will be cut if nothing is done noted.(Washington: Scott Pelley, Bob Schieffer) The political realities for Obama discussed; scenes shown of him leaving the White House. CBS coverage of the address noted.",hard_news,national,84805,1318,11045,430,2011
(New York: Don Lemon) Interview held with retired football player Joe Montana about the Super Bowl. [MONTANA – talks about his appearance in a Papa John’s ad with quarterback Peyton Manning {ad shown}; explains why he doesn’t wear his Super Bowl rings; recounts a story about seeing actor John Candy.],soft_news,national,76940,301,11255,190,2014
"(Studio: Anderson Cooper) Breaking news on tonight's final debate between presidential candidates Senators Barack Obama and Hillary Clinton before the Pennsylvania primary reviewed; scenes shown from the National Constitution Center in Philadelphia with questions from ABC's Charles Gibson. [In response to question about his statements about """"""""bitter,"""""""" OBAMA&nbsp- says he made a statement that was """"""""mangled up,"""""""" but what he meant was people are going through difficult times and feel Washington is not paying attention to their economic situation so they focus on constants like religion.] [CLINTON&nbsp- talks about her grandfather, who was a factory worker in Scranton and they do not """"""""cling to religion"""""""" and hunting and guns when they are frustrated with the government.](Studio: Anderson Cooper) Live discussion held with CNN's Candy Crowley and David Gergen and """"""""Time"""""""" magazine's Mark Halperin about the Democrats. [From Philadelphia, CROWLEY&nbsp- comments on the responses of Obama and Clinton.] [From Boston, GERGEN&nbsp- comments on the candidates addressing the issue of Obama's pastor Rev. Jeremiah Wright; thinks there was nothing new offered on the Wright issue and how Clinton is relentless on the """"""""bitter"""""""" issue despite the indications of the polls for Clinton; assesses Clinton's arguments about electability and hypocrisy.] [From Philadelphia, HALPERIN&nbsp- says Clinton is in a box and was forced to say Obama is electable while arguing he is not electable.] Debate material: [In response to Gibson's questions about Wright, OBAMA&nbsp- says he did not see the remarks that played on YouTube, that he said the comments were objectionable.] [CLINTON&nbsp- comments on one's church and pastor.] [In response to question from George Stephanopoulos, CLINTON&nbsp- comments on her writings in her book about Bosnia and how she said some things on the campaign trail that are embarrassing.]",hard_news,national,151623,1914,11934,640,2008
"(Studio: Brian Williams) .(Baghdad: Ned Colt) The deteriorating security situation in Iraq featured; details given about the curfew in Baghdad due to protests sparked by the violence in Basra and the response of Prime Minister Nuri al-Maliki; scenes shown of fighting between Shiite militants and Iraqi forces in Basra, and a demonstration in Sadr City. [In Ohio, President BUSH – comments on the surge and the message to the Iraqi people.]",hard_news,international,147214,440,11934,160,2008
"(Osan Air Base: Lester Holt) The poison gas attack in Syria introduced; photos shown.(London: Richard Engel) The chemical weapon attack reviewed; scenes shown of victims, an explosion in a hospital; details given about claims that President Bashir al-Assad fired sarin gas; statement from President Trump criticizing the Obama administration’s weakness quoted. [Medic Dr. Shajul ISLAM- says no one is doing anything to stop these gas attacks.]",hard_news,international,33133,444,6050,140,2017
"(Studio: Wolf Blitzer) A report that US troops will train rebels in Syria to target ISIS reported. [Last night, Indian-Americans Zarine KHAN@- asks ISIS to leave our children alone.] Live discussion held with former FBI agent Bob Baer & former Delta Force member Col. James Reese about US training anti-ISIS fighters in Syria. [BAER - says this move is too little too late as the Middle East is breaking up; questions whether the US can control the flow of history.] [REESE - says we need to be """"""""all in"""""""" in Syria & decide whether to go after Syrian President Bashir al-Assad or ISIS.]",hard_news,international,57273,586,7075,320,2015
"(Studio: Don Lemon) The high temperatures in Death Valley, California noted.(Palm Springs, California: Casey Wian) The heat wave in the West featured; scenes shown from a water park in Palm Springs, California.",soft_news,national,60053,210,12629,90,2013
"(Studio: Diane Sawyer) .(Studio: Terry Moran) The announcement by the Supreme Court it will hear two cases on the issue of the constitutionality of gay marriage examined; details given about Edie Windsor, who spent 42 years with a woman and had to pay estate taxes due to discrimination against gay marriage, the issue of whether states can ban gay marriage. [In May, President OBAMA&nbsp- affirms same-sex couple should be able to marry.] [Family Research Council's Peter SPRIGG- says marriage is a public institution.] [WINDSOR&nbsp- defends gay marriage.] The timetable for the hearings on two cases that will likely send it back to the states discussed.",hard_news,national,66280,658,11556,200,2012
"(Studio: Miguel Marquez) The day’s headlines, including the violence between the Israelis & Palestinians, the mourning in Texas for the murdered Stay family, the diversion of a United Airlines flight to Midway Island, and the results of the World Cup soccer games reviewed. [Survivor Cassidy STAY- offers thanks.]",hard_news,international,50205,314,11255,43330,2014
"(Studio: Anderson Cooper; Aston, Pennsylvania: Sara Murray) The Pennsylvania speech by Donald Trump & daughter Ivanka Trump on child care & maternity benefits discussed.(Studio: Anderson Cooper) Live discussion held with Clinton supporters Richard Socarides & Bakari Sellers; CNN's Gloria Borger; Trump supporters Kayleigh McEnany & Jack Kingston about the campaign & Trump's family plan. [McENANY, BORGER, SOCARIDES, KINGSTON, SELLERS&nbsp- offer views on Trump's child care & maternity leave plan, the cost of both candidates' plans.]",hard_news,national,46154,536,6299,440,2016
"(Studio: George Stephanopoulos) Reports introduced.(Raleigh, North Carolina: Jake Tapper) The coming announcement from Senator Barack Obama about his vice presidential selection previewed; details given about the campaign plans once Obama makes the selection of his running mate. [Before Veterans of Foreign Wars, OBAMA&nbsp- speaks about Senator Joe Biden and reconstruction in Georgia.] [American Enterprise Inst. Norman ORNSTEIN- says this is Obama's first executive decision.] The three finalists for Obama's vice presidential pick listed: Senators Evan Bayh and Joe Biden and Governor Tim Kaine. [In Delaware, BIDEN&nbsp- says """"""""I'm not the guy.""""""""] [KAINE&nbsp- comments.](New Orleans: Ron Claiborne) The issue of Senator John McCain's vice president examined; scenes shown of McCain at an oil platform in the Gulf of Mexico; details given about possible choices: Senator Joseph Lieberman, former Governor Tom Ridge, Mitt Romney or Governor Tim Pawlenty. [McCAIN&nbsp- talks about drilling offshore.] Photos shown of possible choices. [""""""""This Week,"""""""" RIDGE&nbsp- comments.] [Voice of radio talk show host Rush LIMBAUGH&nbsp- comments on McCain and abortion issue.] [Former adviser to Romney Kevin MADDEN- cites the risk for McCain if he picks a pro-choice candidate.",hard_news,national,149484,1273,11934,250,2008
"(Studio: Anderson Cooper) The response from President Trump to the church massacre in Sutherland Springs, Texas, that the issue is mental health, not guns, noted. Live interview held with """"""""Thank You for Being Late"""""""" author Thomas Friedman. [FRIEDMAN&nbsp- offers views on how these mass shooting are an American phenomenon, how the issue is that mentally disturbed people have access to guns, the need for common sense gun laws, the importance of President Trump's Asian trip: trade with China, the end of the Saudi ruling family, the corruption arrests in Saudi Arabia, which needs reform.]",hard_news,national,37508,592,6050,400,2017
"(Studio: Anderson Cooper; White House: Jeff Zeleny) What President Trump said during his press conference with German Chancellor Angela Merkel in response to questions from German reporters about his claims of being wiretapped by then-President Obama, what White House press secretary Sean Spicer said about the British GCHQ & whether there was an apology discussed; scenes shown from the press conference.(Studio: Anderson Cooper) Live discussion continued with CNN's Kirsten Powers, """"""""New York Times"""""""" Maggie Haberman, Trump supporters Alice Stewart & Jeffrey Lord about the wiretap claims & investigation. [HABERMAN, LORD, POWERS, STEWART&nbsp- offer views on how these are crises of the administration's own making, how it would be best to be done with it, how Trump is not concerned with the repercussions of anything he says, how Trump is keeping his promises to the people.]",hard_news,international,30541,881,6050,470,2017
"(Studio: John Berman) .(San Bernardino: Ana Cabrera) The first words from first responders to the terrorism shooting in San Bernardino, California, discussed; scenes shown from the site of the shootings. [Det. Jorge LOZANO@, Officer Nicholas KOAHOU@- describe what happened after the shooting.]",hard_news,local,41382,294,7075,170,2015
"(Studio: Scott Pelley) The transfer of Malala Yousafzai, the 14-year-old Pakistani girl shot by the Taliban, to a British hospital for treatment reported.(Birmingham, England: Charlie D’Agata) The prognosis for Malala featured; scenes shown of her arriving at Queen Elizabeth Hospital in Birmingham, England. [Physician Dr. Dave ROSSER- notes they have extensive experience with this sort of traumatic bullet-related injury.](Studio: Scott Pelley) .(Mingora, Pakistan: Elizabeth Palmer) Life in Malala’s hometown in Pakistan’s Swat Valley featured; scenes shown from her school, the bus she was riding in, shooting victim Kainat Riaz, the first post-Taliban cricket match; details given about the how the Pakistani army forced the Taliban out of the town. [School principal “MELINDA” – states Malala was vomiting blood.](Studio: Scott Pelley; Islamabad: Elizabeth Palmer) The general reaction in Pakistan to the shooting discussed.",hard_news,international,90034,938,11556,310,2012
"(Washington: Katie Couric) Statistics showing an increase in domestic violence hotline calls and child abuse and neglect cited; CBS News/""""""""USA Today"""""""" series on the impact of the recession on the nation's children re-introduced.(Phoenix: Sandra Hughes) The spike in child abuse cases during this recession examined; statistics from several children’s hospitals cited; details given about cutbacks in state prevention programs. [Pediatric nurse practitioner Amy TERREROS- says we’ve seen an increase in the number and severity of cases; describes a case in which the father lost his job.] [In shadow, MOTHER – recounts hitting her daughter with a spatula.] [Crisis Nursery executive director Marsha PORTER- says we have a waiting list.] [Grandmother Eva ESTES- worries about her granddaughters going back to live with their mother.] [Arizona Child Protective Services Gary ARNOLD- comments on the decision to cut investigations of low level complaints.](Washington: Katie Couric) Further coverage noted.",hard_news,national,119977,1006,12581,340,2009
(Studio: David Muir) The future for triple crown-winning race horse American Pharoah examined; scenes shown from the Belmont racetrack; statistics on the horse's potential stud activities cited.,soft_news,"national
not_clear",58251,194,7075,70,2015
"(Studio: Scott Pelley) .(Studio: Armen Keteyian) An investigation into doctors buying cancer drugs from overseas that are not approved by the FDA reviewed; map shown; FDA statement quoted; details given about counterfeit Avastin coming into the US, the cost difference and the investigation of a clinic in Johnson City, Tennessee owned by Dr. William Kincaid; clinic statement quoted. [In shadow, clinic WORKER – says it could be fatal.] [Partnership for Safe Medicines president Marvin SHEPHERD- says doctors should not be buying unapproved foreign medications.] Legislation that expands the FDA’s power to inspect foreign manufacturing sites and increases penalties for counterfeiting drugs discussed.",hard_news,national,93057,707,11556,290,2012
"(Studio: Diane Sawyer) The broken trust with the Boy Scouts of America over years of sex abuse by scout leaders introduced.(Studio: Ron Claiborne) The Boy Scouts sex scandal examined; details given about the evidence from 1965 to 1985 about pedophilia not reported to police with some specific stories not prosecuted outlined on screen. [Attorney for abuse victim Kelly CLARK, """"""""Scout's Honor"""""""" author Patrick BOYLE, former Boy Scout Matt STEWART, Boy Scouts president Wayne PERRY- speak out on the story.] How the cases are too old to prosecute discussed.",hard_news,national,89188,560,11556,170,2012
"(Studio: Anderson Cooper) A """"""""Washington Post"""""""" report that Attorney General Jeff Sessions told the White House he would resign if deputy attorney general Rod Rosenstein were fired introduced. Live discussion held with CNN's Gloria Borger, Jeffrey Toobin & former FBI agent Josh Campbell about the Justice Department. [BORGER, TOOBIN, CAMPBELL&nbsp- offer views on how this shows Sessions defending someone who he appointed, how President Trump might react to the threat from Sessions, the message this sends to the DOJ & the FBI, the investigation of the memos from former FBI director James Comey & why he leaked them, how Andrew McCabe is being looked at, too, why Comey was giving his memos to those outside the FBI, the complications about what was classified.];",hard_news,national,36582,767,6229,450,2018
"(Studio: Anderson Cooper) What Representative Jerry Nadler said about the White House response to the investigations introduced. [NADLER - says President Trump wants to be above the law.] Live discussion held with CNN's John Dean & Carrie Cordero about the probes. [DEAN - offers views on that we """"""""have returned to the imperial presidency"""""""" that started with Richard Nixon so Nadler should not let up because he has the backing of the Constitution, how Nadler has tried to negotiate on these issues with the White House.] [CORDERO - offers views on whether this is a constitutional crisis: that Congress has authority to conduct oversight via an investigation, the issue of whether Trump can abuse executive authority.]",hard_news,national,26243,720,6344,310,2019
"(Studio: John Berman) .(Studio: John King) The findings of a new CNN poll on the Democratic presidential candidates with former Vice President Joe Biden holding a strong lead examined; graphics outlined on screen.(Studio: John Berman) Live discussion held with CNN's former Clinton campaign's Karen Finney & Bakari Sellers about 2020. [FINNEY - offers views on Biden's resilience, on how voters don't know what they want.] [BAKARI - offers views on the ebb & flow of the race, how the field will be cut down in Iowa, the problems for Senator Elizabeth Warren there, why Michael Bloomberg will have a problem with the black vote.]",hard_news,national,11067,629,6344,390,2019
"(Studio: Tom Llamas) .(Albany, New York: Stephanie Ramos) A monster storm in the Midwest moving East featured; scenes shown of snowy roads in Indiana, wrecks in Nebraska. Minnesota, Iowa, Kansas; details given about the activation of National Guard in New York state.(Studio: Tom Llamas; New York: Sam Champion) The weekend forecast for the East with cold temperatures discussed; weather maps shown.",hard_news,national,23144,399,6344,190,2019
"(Studio: Tom Llamas) .(Ponh Pha, Thailand: James Longman) The hampering of the rescue efforts in Thailand to free a youth soccer team after two weeks trapped in a cave by flash flooding due to lowering oxygen levels featured; scenes shown of the rescue workers, the boys in darkness & in photos, a virtual view of the cave complex; details given about the risks of the body diver rescue option & the death of a rescue diver. The changing conditions in the cave discussed.",soft_news,international,23014,471,6229,180,2018
"(Studio: David Muir) .(London: Terry Moran) A report that a nerve agent was used to poison ex-spy Sergei Skripal& his daughter, Yulia, featured; London area store security video shown; details given about Skripal's background as a spy. [Metropolitan Police acting commissioner Mark ROWLEY- says it was attempted murder using a nerve agent.] The death of his wife & son & threats from Russian President Vladimir Putin noted.",hard_news,international,36864,425,6229,80,2018
"(Studio: Tom Llamas) .(Arlington, Virginia: Stephanie Ramos) Two rescues of rafters from rivers reviewed; scenes shown of a raft going over the falls in Pennsylvania & more rafters in Georgia needing help. [Ohiopykle State Park manager Kenneth BISBEE@- says their life jackets saved them.] [Laurel Highlands River Tours manager Brett LESNICK@- suggests rafters go guided.]",soft_news,national,25431,372,6344,90,2019
(Studio: Mark Strassmann) .(Hong Kong: Ramy Inocencio) The confrontations in Hong Kong between anti-government protesters & the police featured; scenes shown from the streets with tear gas being fired against the demonstrators with umbrellas.,hard_news,international,25924,242,6344,80,2019
"(Studio: Anderson Cooper) A Keeping Them Honest look at how President Trump spoke first about himself during his visit to the sites of mass shootings in El Paso, Texas & Dayton, Ohio, while not talking about the dead & wounded introduced. [TRUMP - says there was a love for the presidency in Ohio.] Tweet from Trump assistant Dan Scarvino about Trump being treated like a rock star in the hospital & Trump's criticism of the Dayton mayor quoted. [TRUMP - talks about Senator Sherrood Brown & Mayor Nan Whaley & they could not believe the tour & they later criticizes me.] Trump's criticism of """"""""boring"""""""" former Vice President Joe Biden quoted. How he undercuts what he says by what he is really thinking about noted. [TRUMP - defends his rhetoric.](Studio: Anderson Cooper) Live discussion held with Mayor Whaley. [WHALEY - offers views on how the city is dealing with the emotional trauma, on those still in the hospital, the support in the city, what she said after the hospital visit with Brown suggesting Trump help get the guns off the street, on how the citizens of Dayton need something to be done about gun legislation, how she does not understand his critical comments when we just want action.]",hard_news,national,27815,1204,6344,710,2019
"(Studio: Reena Ninan) The rising rate of suicide among police officers introduced; Blue H.E.L.P. statistics cited.(Chicago: Dean Reynolds) The cries for help from Chicago's plice officers featured; scenes shown from the streets; suicide & mental health assistance requests statistics cited. [Riding with police, chaplain Father Dan BRANDT5- says these officers see more evil.] [Former Chicago cop Jaffrey SACHS- talks about his stepson's PTSD suicide.]",hard_news,"local
national",24189,453,6344,160,2019
"(Studio: Anderson Cooper) The response from President Trump to Democrats' call for the release of an unredacted report from special counsel former FBI director Robert Mueller introduced. [TRUMP&nbsp- says after two years of the Mueller investigation there is no collusion or obstruction & the Democrats will always want more.](Studio: Anderson Cooper) Live discussion held with Representative David Cicilline about the Muller report. [CICILLINE&nbsp- offers views on the Mueller investigation that was caused by an attack on our democracy so the report should be furnished to Congress with all the documents: the full contents of the report as in the Starr investigation, on his views of Attorney General William Barr & how things should be done.](Studio: Anderson Cooper, Jeffrey Toobin) The law giving Barr the authority to redact the report with the question being how much he will decide to release, how the immediate issue is the Mueller report discussed.",hard_news,national,27851,960,6344,490,2019
"(Studio: David Muir) .(Deer Park, Texas: Alex Perez) The concerns about air quality after the chemical plant explosion in Texas featured; scenes shown from the fire; details given about the presence of benzene in the air. [Intercontinental Terminals Co. spokeswoman Alice RICHARDSON- promises to make it right.] [WOMAN&nbsp- shows the debris.]",hard_news,local,24731,344,6344,100,2019
(Studio: Elaine Quijano) .(Brooklyn: Kris Van Cleave) New hybrid police cruisers for the NYPD featured; scenes shown from New York City of the Ford Fusion-based Police Responder Sedan% built to be a police car & from the test track; details given about it saves gas. [NYPD deputy commissioner Robert MARTINEZ - hopes to phase out the old cars.] [Police driving instructor Det. Paul CACIOPPO%- shows off the new cars.] [Ford marketing manager Stephen TYLER%- cites fuel efficiency.] [Officer Maros RUDON%- praises the car.],soft_news,local,21398,522,6344,200,2019
"(Studio: Anderson Cooper) Live discussion held with CNN's former CIA director Michael Hayden about relations between the US & Russia following an exchange of diplomat expulsions after the poison plot in Britain against an ex-spy & other international issues. [HAYDEN&nbsp- offers views on the impact of expulsions on intelligence collection in Russia, the questions by special counsel former FBI director Robert Mueller's investigation of the use of Russian Oligarchs as a way to inject money into campaigns to undermine, the operation in Syria that President Trump wants to leave.]",hard_news,international,37425,582,6229,310,2018
(Studio: David Muir) The movement of a migrant caravan from Honduras towards the US-Mexico border shown.(White House: Jonathan Karl) The chaos in Mexico near the Guatemala border featured; scenes shown of Mexican police with the migrants; immigration statistics cited. [President TRUMP&nbsp- says we will use the military to keep them out.] The campaign blitz by Trump for the midterm elections reviewed; photos shown. [TRUMP&nbsp- says you are voting for me in 2018.] The constant presence of Trump on the campaign trail till Nov. 6 discussed.,hard_news,international,21259,544,6229,160,2018
"(Studio: David Muir) .(Supreme Court: Terry Moran) The firestorm over the controversial nomination of Brett Kavanaugh to the Supreme Court with his showdown with sexual abuse accuser Christine Blasey Ford as well as second accuser Deborah Ramirez featured. [President TRUMP&nbsp- calls the Democrats con artists; states the second accuser has nothing.] [In Sept. 24 Fox interview, KAVANAUGH&nbsp- outlines his life in high school; states he did not have sexual intercourse in high school.] [Wife Ashley KAVANAUGH&nbsp- defends her husband.] A tweet from classmate Steve Kantrowitz about Kavanaugh's claims at Yale & a statement from Yale roommate James Rocheabout Brett being a drinker quoted. A telephone interview by Senate Judiciary Committee staffers with Kavanaugh about the claims from Ramirez & whether Ramirez will speak on Thursday discussed.(Studio: David Muir) .(Capitol Hill: Mary Bruce) Word that the Republican senators have hired a female lawyer to question Ford reviewed. [Senator Lisa MURKOWSKI&nbsp- says the allegations have to be taken seriously.] [Republican Senator Mitch MCCONNELL&nbsp- says we will win & he will be confirmed.] [Senators John KENNEDY, Kamala HARRIS, Bob CoRKER&nbsp- comment on the outside counsel hire.] How the identity of the female counsel is being protected for security reasons discussed.(Studio: David Muir) Live coverage of the Senate Judiciary Committee hearing noted.",hard_news,national,19713,1419,6229,410,2018
"(Studio: Anderson Cooper; Chicago: Kate Bennett) Examples of the president & fist lady not travelling together to fly to Mar-A-Lago in Florida after a report in the """"""""New Yorker"""""""" about an affair between Donald Trump & Playboy Playmate Karen McDougal, whose story was paid for by the """"""""National Enquirer"""""""" before the election, but never published, discussed.(Studio: Anderson Cooper) Live interview held with story author Ronan Farrow about McDougal & Trump. [From New York, FARROW&nbsp- talks about receiving McDougal's notes used in the selling of this story: that there was a machine set up to """"""""catch & kill"""""""" this story rather than running it, how there are commonalities in the story of women {like Stormy Daniels} around Trump, how McDougal was invited to Trump events & was reimbursed by Trump for her travels during the affair, how the two met in 2006 at the Playboy mansion.]",hard_news,national,34321,885,6229,510,2018
